Year,Trimester,District,Neighbourhood,Average _rent,Price
2018,2,Sant Marti,Sant Marti de Provencals,average rent per surface (euro/m2),11.86
2018,2,Sant Marti,la Verneda i la Pau,average rent per surface (euro/m2),10.96
2018,3,Ciutat Vella,el Raval,average rent per surface (euro/m2),14.12
2018,3,Ciutat Vella,Gothic Quarter,average rent per surface (euro/m2),13.54
2018,3,Ciutat Vella,la Barceloneta,average rent per surface (euro/m2),16.85
2018,3,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent per surface (euro/m2),15.12
2018,3,Eixample,Fort Pienc,average rent per surface (euro/m2),13.41
2018,3,Eixample,Sagrada Familia,average rent per surface (euro/m2),13.97
2018,3,Eixample,la Dreta de l'Eixample,average rent per surface (euro/m2),14.48
2018,3,Eixample,l'Antiga Esquerra de l'Eixample,average rent per surface (euro/m2),14.32
2018,3,Eixample,la Nova Esquerra de l'Eixample,average rent per surface (euro/m2),14.16
2018,3,Eixample,Sant Antoni,average rent per surface (euro/m2),13.36
2018,3,Sants-Montjuic,el Poble Sec,average rent per surface (euro/m2),14.16
2018,3,Sants-Montjuic,la Marina de Port,average rent per surface (euro/m2),10.59
2018,3,Sants-Montjuic,la Font de la Guatlla,average rent per surface (euro/m2),12.31
2018,3,Sants-Montjuic,Hostafrancs,average rent per surface (euro/m2),13.58
2018,3,Sants-Montjuic,la Bordeta,average rent per surface (euro/m2),12.42
2018,3,Sants-Montjuic,Sants - Badal,average rent per surface (euro/m2),13.43
2018,3,Sants-Montjuic,Sants,average rent per surface (euro/m2),13.44
2018,3,Les Corts,les Corts,average rent per surface (euro/m2),15.02
2018,3,Les Corts,la Maternitat i Sant Ramon,average rent per surface (euro/m2),13.67
2018,3,Les Corts,Pedralbes,average rent per surface (euro/m2),14.8
2018,3,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent per surface (euro/m2),11.24
2018,3,Sarria-Sant Gervasi,Sarria,average rent per surface (euro/m2),17.86
2018,3,Sarria-Sant Gervasi,les Tres Torres,average rent per surface (euro/m2),16.26
2018,3,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent per surface (euro/m2),16.06
2018,3,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent per surface (euro/m2),14.76
2018,3,Sarria-Sant Gervasi,el Putxet i el Farro,average rent per surface (euro/m2),15.15
2018,3,Gracia,Vallcarca i els Penitents,average rent per surface (euro/m2),13.73
2018,3,Gracia,el Coll,average rent per surface (euro/m2),12.75
2018,3,Gracia,la Salut,average rent per surface (euro/m2),13.17
2018,3,Gracia,la Vila de Gracia,average rent per surface (euro/m2),14.72
2018,3,Gracia,el Camp d'en Grassot i Gracia Nova,average rent per surface (euro/m2),14.02
2018,3,Horta-Guinardo,el Baix Guinardo,average rent per surface (euro/m2),12.72
2018,3,Horta-Guinardo,Can Baro,average rent per surface (euro/m2),12.84
2018,3,Horta-Guinardo,el Guinardo,average rent per surface (euro/m2),12.33
2018,3,Horta-Guinardo,la Font d'en Fargues,average rent per surface (euro/m2),12.94
2018,3,Horta-Guinardo,el Carmel,average rent per surface (euro/m2),11.48
2018,3,Horta-Guinardo,la Teixonera,average rent per surface (euro/m2),12.66
2018,3,Horta-Guinardo,Sant Genis dels Agudells,average rent per surface (euro/m2),9.53
2018,3,Horta-Guinardo,Montbau,average rent per surface (euro/m2),11.5
2018,3,Horta-Guinardo,la Vall d'Hebron,average rent per surface (euro/m2),12.24
2018,3,Horta-Guinardo,Horta,average rent per surface (euro/m2),12.39
2018,3,Nou Barris,Vilapicina i la Torre Llobeta,average rent per surface (euro/m2),11.81
2018,3,Nou Barris,Porta,average rent per surface (euro/m2),11.24
2018,3,Nou Barris,el Turo de la Peira,average rent per surface (euro/m2),11.37
2018,3,Nou Barris,la Guineueta,average rent per surface (euro/m2),10.68
2018,3,Nou Barris,Canyelles,average rent per surface (euro/m2),9.11
2018,3,Nou Barris,les Roquetes,average rent per surface (euro/m2),11.85
2018,3,Nou Barris,Verdun,average rent per surface (euro/m2),11.74
2018,3,Nou Barris,la Prosperitat,average rent per surface (euro/m2),11.84
2018,3,Nou Barris,la Trinitat Nova,average rent per surface (euro/m2),12.43
2018,3,Nou Barris,Ciutat Meridiana,average rent per surface (euro/m2),8.81
2018,3,Sant Andreu,la Trinitat Vella,average rent per surface (euro/m2),10.14
2018,3,Sant Andreu,el Bon Pastor,average rent per surface (euro/m2),10.81
2018,3,Sant Andreu,Sant Andreu,average rent per surface (euro/m2),12.05
2018,3,Sant Andreu,la Sagrera,average rent per surface (euro/m2),11.95
2018,3,Sant Andreu,el Congres i els Indians,average rent per surface (euro/m2),12.33
2018,3,Sant Andreu,Navas,average rent per surface (euro/m2),11.99
2018,3,Sant Marti,el Camp de l'Arpa del Clot,average rent per surface (euro/m2),12.92
2018,3,Sant Marti,el Clot,average rent per surface (euro/m2),12.85
2018,3,Sant Marti,el Parc i la Llacuna del Poblenou,average rent per surface (euro/m2),13.78
2018,3,Sant Marti,la Vila Olimpica del Poblenou,average rent per surface (euro/m2),16.39
2018,3,Sant Marti,el Poblenou,average rent per surface (euro/m2),14.68
2018,3,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent per surface (euro/m2),12.99
2018,3,Sant Marti,el Besos i el Maresme,average rent per surface (euro/m2),11.11
2018,3,Sant Marti,Provencals del Poblenou,average rent per surface (euro/m2),13.88
2018,3,Sant Marti,Sant Marti de Provencals,average rent per surface (euro/m2),11.75
2018,3,Sant Marti,la Verneda i la Pau,average rent per surface (euro/m2),11.42
2018,4,Ciutat Vella,el Raval,average rent per surface (euro/m2),14.07
2018,4,Ciutat Vella,Gothic Quarter,average rent per surface (euro/m2),14.1
2018,4,Ciutat Vella,la Barceloneta,average rent per surface (euro/m2),17.41
2018,4,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",average rent per surface (euro/m2),15.2
2018,4,Eixample,Fort Pienc,average rent per surface (euro/m2),13.61
2018,4,Eixample,Sagrada Familia,average rent per surface (euro/m2),14.05
2018,4,Eixample,la Dreta de l'Eixample,average rent per surface (euro/m2),14.44
2018,4,Eixample,l'Antiga Esquerra de l'Eixample,average rent per surface (euro/m2),14.37
2018,4,Eixample,la Nova Esquerra de l'Eixample,average rent per surface (euro/m2),14.12
2018,4,Eixample,Sant Antoni,average rent per surface (euro/m2),13.49
2018,4,Sants-Montjuic,el Poble Sec,average rent per surface (euro/m2),14.02
2018,4,Sants-Montjuic,la Marina de Port,average rent per surface (euro/m2),11.1
2018,4,Sants-Montjuic,la Font de la Guatlla,average rent per surface (euro/m2),12.13
2018,4,Sants-Montjuic,Hostafrancs,average rent per surface (euro/m2),13.89
2018,4,Sants-Montjuic,la Bordeta,average rent per surface (euro/m2),12.32
2018,4,Sants-Montjuic,Sants - Badal,average rent per surface (euro/m2),13.31
2018,4,Sants-Montjuic,Sants,average rent per surface (euro/m2),13.4
2018,4,Les Corts,les Corts,average rent per surface (euro/m2),15.05
2018,4,Les Corts,la Maternitat i Sant Ramon,average rent per surface (euro/m2),13.53
2018,4,Les Corts,Pedralbes,average rent per surface (euro/m2),15.37
2018,4,Sarria-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",average rent per surface (euro/m2),14.25
2018,4,Sarria-Sant Gervasi,Sarria,average rent per surface (euro/m2),17.81
2018,4,Sarria-Sant Gervasi,les Tres Torres,average rent per surface (euro/m2),16.43
2018,4,Sarria-Sant Gervasi,Sant Gervasi - la Bonanova,average rent per surface (euro/m2),16.27
2018,4,Sarria-Sant Gervasi,Sant Gervasi - Galvany,average rent per surface (euro/m2),15.27
2018,4,Sarria-Sant Gervasi,el Putxet i el Farro,average rent per surface (euro/m2),14.75
2018,4,Gracia,Vallcarca i els Penitents,average rent per surface (euro/m2),14.34
2018,4,Gracia,el Coll,average rent per surface (euro/m2),11.88
2018,4,Gracia,la Salut,average rent per surface (euro/m2),13.33
2018,4,Gracia,la Vila de Gracia,average rent per surface (euro/m2),14.76
2018,4,Gracia,el Camp d'en Grassot i Gracia Nova,average rent per surface (euro/m2),14.06
2018,4,Horta-Guinardo,el Baix Guinardo,average rent per surface (euro/m2),12.65
2018,4,Horta-Guinardo,Can Baro,average rent per surface (euro/m2),12.14
2018,4,Horta-Guinardo,el Guinardo,average rent per surface (euro/m2),12.38
2018,4,Horta-Guinardo,la Font d'en Fargues,average rent per surface (euro/m2),12.42
2018,4,Horta-Guinardo,el Carmel,average rent per surface (euro/m2),11.6
2018,4,Horta-Guinardo,la Teixonera,average rent per surface (euro/m2),12.17
2018,4,Horta-Guinardo,Sant Genis dels Agudells,average rent per surface (euro/m2),9.56
2018,4,Horta-Guinardo,Montbau,average rent per surface (euro/m2),11.59
2018,4,Horta-Guinardo,la Vall d'Hebron,average rent per surface (euro/m2),12.59
2018,4,Horta-Guinardo,Horta,average rent per surface (euro/m2),11.76
2018,4,Nou Barris,Vilapicina i la Torre Llobeta,average rent per surface (euro/m2),12.04
2018,4,Nou Barris,Porta,average rent per surface (euro/m2),11.94
2018,4,Nou Barris,el Turo de la Peira,average rent per surface (euro/m2),11.43
2018,4,Nou Barris,la Guineueta,average rent per surface (euro/m2),10.01
2018,4,Nou Barris,Canyelles,average rent per surface (euro/m2),10.09
2018,4,Nou Barris,les Roquetes,average rent per surface (euro/m2),10.89
2018,4,Nou Barris,Verdun,average rent per surface (euro/m2),11.92
2018,4,Nou Barris,la Prosperitat,average rent per surface (euro/m2),12.41
2018,4,Nou Barris,la Trinitat Nova,average rent per surface (euro/m2),11.7
2018,4,Nou Barris,Ciutat Meridiana,average rent per surface (euro/m2),8.7
2018,4,Sant Andreu,la Trinitat Vella,average rent per surface (euro/m2),9.4
2018,4,Sant Andreu,Baro de Viver,average rent per surface (euro/m2),7.6
2018,4,Sant Andreu,el Bon Pastor,average rent per surface (euro/m2),10.68
2018,4,Sant Andreu,Sant Andreu,average rent per surface (euro/m2),12.24
2018,4,Sant Andreu,la Sagrera,average rent per surface (euro/m2),12.23
2018,4,Sant Andreu,el Congres i els Indians,average rent per surface (euro/m2),12.18
2018,4,Sant Andreu,Navas,average rent per surface (euro/m2),12.12
2018,4,Sant Marti,el Camp de l'Arpa del Clot,average rent per surface (euro/m2),13.58
2018,4,Sant Marti,el Clot,average rent per surface (euro/m2),12.47
2018,4,Sant Marti,el Parc i la Llacuna del Poblenou,average rent per surface (euro/m2),14.16
2018,4,Sant Marti,la Vila Olimpica del Poblenou,average rent per surface (euro/m2),16.65
2018,4,Sant Marti,el Poblenou,average rent per surface (euro/m2),14.76
2018,4,Sant Marti,Diagonal Mar i el Front Maritim del Poblenou,average rent per surface (euro/m2),16.84
2018,4,Sant Marti,el Besos i el Maresme,average rent per surface (euro/m2),11.54
2018,4,Sant Marti,Provencals del Poblenou,average rent per surface (euro/m2),14.27
2018,4,Sant Marti,Sant Marti de Provencals,average rent per surface (euro/m2),11.77
2018,4,Sant Marti,la Verneda i la Pau,average rent per surface (euro/m2),11.81
